,survey_id,survey_date,survey_name,question_description,response_total,response_1_text,response_1_percent,response_2_text,response_2_percent,response_3_text,response_3_percent,response_4_text,response_4_percent,response_5_text,response_5_percent,response_6_text,response_6_percent,response_7_text,response_7_percent
34,1018,2017-07-01,MBTA Customer Opinion Panel,How satisfied are you with the MBTA's communication overall?,962,Extremely Dissatisfied,0.0395,Very Dissatisfied,0.0395,Somewhat Dissatisfied,0.1368,Neutral,0.1469,Somewhat Satisfied,0.3589,Very Satisfied,0.2148,Extremely Satisfied,0.0427
35,1019,2017-07-01,MBTA Customer Opinion Panel,,934,Extremely Dissatisfied,0.0532,Very Dissatisfied,0.0532,Somewhat Dissatisfied,0.0987,Neutral,0.1128,Somewhat Satisfied,0.2338,Very Satisfied,0.3393,Extremely Satisfied,0.0884
0,47,2016-04-01,MBTA Customer Opinion Panel,How would you rate the mbta overall?,454,Extremely Dissatisfied,0.0129,Very Dissatisfied,0.0129,Somewhat Dissatisfied,0.1552,Neutral,0.1069,Somewhat Satisfied,0.4064,Very Satisfied,0.2421,Extremely Satisfied,0.0219
1,48,2016-04-01,MBTA Customer Opinion Panel,How would you rate your most recent trip?,441,Extremely Dissatisfied,0.0163,Very Dissatisfied,0.0163,Somewhat Dissatisfied,0.0836,Neutral,0.1474,Somewhat Satisfied,0.2455,Very Satisfied,0.3671,Extremely Satisfied,0.0791
2,49,2016-04-01,MBTA Customer Opinion Panel,How likely are you to continue using the mbta in the future?,441,Extremely Unlikely,0.0068,Very Unlikely,0.0068,Somewhat Unlikely,0.0099,Neither Likely nor Unlikely,0.0178,Somewhat Likely,0.0679,Very Likely,0.3216,Extremely Likely,0.5747
3,50,2016-04-01,MBTA Customer Opinion Panel,How likely are you to recommend the mbta to a friend or colleague?,437,Extremely Unlikely,0.0408,Very Unlikely,0.0408,Somewhat Unlikely,0.0848,Neither Likely nor Unlikely,0.1894,Somewhat Likely,0.1953,Very Likely,0.2096,Extremely Likely,0.2469
4,51,2016-04-01,MBTA Customer Opinion Panel,The mbta provides reliable public transportation services.,439,Strongly Disagree,0.094,Disagree,0.094,Slightly Disagree,0.2078,Neither Agree nor Disagree,0.0808,Slightly Agree,0.2107,Agree,0.2456,Strongly Agree,0.0325
5,52,2016-04-01,MBTA Customer Opinion Panel,The mbta is a cost-conscious organization.,438,Strongly Disagree,0.2036,Disagree,0.2036,Slightly Disagree,0.1226,Neither Agree nor Disagree,0.2135,Slightly Agree,0.1268,Agree,0.1283,Strongly Agree,0.0284
6,53,2016-04-01,MBTA Customer Opinion Panel,The mbta uses technology to meet the needs and demands of its riders.,439,Strongly Disagree,0.0494,Disagree,0.0494,Slightly Disagree,0.1373,Neither Agree nor Disagree,0.1354,Slightly Agree,0.2499,Agree,0.2483,Strongly Agree,0.0656
7,54,2016-04-01,MBTA Customer Opinion Panel,The mbta is a good value for the money.,437,Strongly Disagree,0.0784,Disagree,0.0784,Slightly Disagree,0.1196,Neither Agree nor Disagree,0.146,Slightly Agree,0.2001,Agree,0.2513,Strongly Agree,0.1064
8,55,2016-04-01,MBTA Customer Opinion Panel,The mbta has a fleet of trains and buses that are clean and well maintained.,438,Strongly Disagree,0.1349,Disagree,0.1349,Slightly Disagree,0.2196,Neither Agree nor Disagree,0.1237,Slightly Agree,0.1982,Agree,0.1152,Strongly Agree,0.0185
9,56,2016-04-01,MBTA Customer Opinion Panel,Wait time at stop,438,Unacceptable,0.0225,Very Poor,0.0225,Poor,0.0708,Fair,0.1642,Good,0.262,Very Good,0.2385,Excellent,0.2288
10,57,2016-04-01,MBTA Customer Opinion Panel,Stop condition &amp; cleanliness,432,Unacceptable,0.0145,Very Poor,0.0145,Poor,0.071,Fair,0.2758,Good,0.3475,Very Good,0.1793,Excellent,0.0874
11,58,2016-04-01,MBTA Customer Opinion Panel,Vehicle crowdedness,438,Unacceptable,0.0603,Very Poor,0.0603,Poor,0.1067,Fair,0.1796,Good,0.2681,Very Good,0.1906,Excellent,0.1368
12,59,2016-04-01,MBTA Customer Opinion Panel,Vehicle cleanliness,440,Unacceptable,0.0052,Very Poor,0.0052,Poor,0.0689,Fair,0.2965,Good,0.3347,Very Good,0.1961,Excellent,0.086
13,60,2016-04-01,MBTA Customer Opinion Panel,Speed/travel time,441,Unacceptable,0.0237,Very Poor,0.0237,Poor,0.0596,Fair,0.219,Good,0.2767,Very Good,0.2271,Excellent,0.1437
14,61,2016-04-01,MBTA Customer Opinion Panel,Parking availability,141,Unacceptable,0.0782,Very Poor,0.0782,Poor,0.0702,Fair,0.19,Good,0.205,Very Good,0.1813,Excellent,0.2279
15,62,2016-04-01,MBTA Customer Opinion Panel,Real-time communications,370,Unacceptable,0.0156,Very Poor,0.0156,Poor,0.0681,Fair,0.2253,Good,0.2774,Very Good,0.2099,Excellent,0.1498
16,63,2016-04-01,MBTA Customer Opinion Panel,Mbta website,394,Extremely Dissatisfied,0.0156,Very Dissatisfied,0.0156,Somewhat Dissatisfied,0.0786,Neutral,0.1873,Somewhat Satisfied,0.315,Very Satisfied,0.2728,Extremely Satisfied,0.0827
17,64,2016-04-01,MBTA Customer Opinion Panel,Real time arrival signage (countdown timers),409,Extremely Dissatisfied,0.0233,Very Dissatisfied,0.0233,Somewhat Dissatisfied,0.0874,Neutral,0.0627,Somewhat Satisfied,0.2754,Very Satisfied,0.3099,Extremely Satisfied,0.2173
18,65,2016-04-01,MBTA Customer Opinion Panel,In-station announcements,387,Extremely Dissatisfied,0.0356,Very Dissatisfied,0.0356,Somewhat Dissatisfied,0.1403,Neutral,0.1831,Somewhat Satisfied,0.2448,Very Satisfied,0.2485,Extremely Satisfied,0.0913
19,66,2016-04-01,MBTA Customer Opinion Panel,On-vehicle announcements,423,Extremely Dissatisfied,0.0566,Very Dissatisfied,0.0566,Somewhat Dissatisfied,0.1666,Neutral,0.1887,Somewhat Satisfied,0.2809,Very Satisfied,0.1569,Extremely Satisfied,0.0627
20,67,2016-04-01,MBTA Customer Opinion Panel,T-alerts,389,Extremely Dissatisfied,0.0394,Very Dissatisfied,0.0394,Somewhat Dissatisfied,0.0923,Neutral,0.1627,Somewhat Satisfied,0.2705,Very Satisfied,0.2646,Extremely Satisfied,0.108
21,68,2016-04-01,MBTA Customer Opinion Panel,Real-time mobile apps (e.g. nextbus),269,Extremely Dissatisfied,0.0265,Very Dissatisfied,0.0265,Somewhat Dissatisfied,0.0672,Neutral,0.1344,Somewhat Satisfied,0.2188,Very Satisfied,0.3061,Extremely Satisfied,0.2057
22,69,2016-04-01,MBTA Customer Opinion Panel,,441,Extremely Dissatisfied,0.0163,Very Dissatisfied,0.0163,Somewhat Dissatisfied,0.0836,Neutral,0.1474,Somewhat Satisfied,0.2455,Very Satisfied,0.3671,Extremely Satisfied,0.0791
23,657,2016-04-01,MBTA Customer Opinion Panel,How would you rate the mbta overall?,454,Extremely Dissatisfied,0.0129,Very Dissatisfied,0.0129,Somewhat Dissatisfied,0.1552,Neutral,0.1069,Somewhat Satisfied,0.4064,Very Satisfied,0.2421,Extremely Satisfied,0.0219
24,658,2016-04-01,MBTA Customer Opinion Panel,How would you rate your most recent trip?,441,Extremely Dissatisfied,0.0163,Very Dissatisfied,0.0163,Somewhat Dissatisfied,0.0836,Neutral,0.1474,Somewhat Satisfied,0.2455,Very Satisfied,0.3671,Extremely Satisfied,0.0791
25,659,2016-04-01,MBTA Customer Opinion Panel,How likely are you to continue using the mbta in the future?,441,Extremely Unlikely,0.0068,Very Unlikely,0.0068,Somewhat Unlikely,0.0099,Neither Likely nor Unlikely,0.0178,Somewhat Likely,0.0679,Very Likely,0.3216,Extremely Likely,0.5747
26,660,2016-04-01,MBTA Customer Opinion Panel,How likely are you to recommend the mbta to a friend or colleague?,437,Extremely Unlikely,0.0408,Very Unlikely,0.0408,Somewhat Unlikely,0.0848,Neither Likely nor Unlikely,0.1894,Somewhat Likely,0.1953,Very Likely,0.2096,Extremely Likely,0.2469
27,661,2016-04-01,MBTA Customer Opinion Panel,The mbta provides reliable public transportation services.,439,Strongly Disagree,0.094,Disagree,0.094,Slightly Disagree,0.2078,Neither Agree nor Disagree,0.0808,Slightly Agree,0.2107,Agree,0.2456,Strongly Agree,0.0325
28,662,2016-04-01,MBTA Customer Opinion Panel,The mbta is a cost-conscious organization.,438,Strongly Disagree,0.2036,Disagree,0.2036,Slightly Disagree,0.1226,Neither Agree nor Disagree,0.2135,Slightly Agree,0.1268,Agree,0.1283,Strongly Agree,0.0284
29,663,2016-04-01,MBTA Customer Opinion Panel,The mbta uses technology to meet the needs and demands of its riders.,439,Strongly Disagree,0.0494,Disagree,0.0494,Slightly Disagree,0.1373,Neither Agree nor Disagree,0.1354,Slightly Agree,0.2499,Agree,0.2483,Strongly Agree,0.0656
30,664,2016-04-01,MBTA Customer Opinion Panel,The mbta is a good value for the money.,437,Strongly Disagree,0.0784,Disagree,0.0784,Slightly Disagree,0.1196,Neither Agree nor Disagree,0.146,Slightly Agree,0.2001,Agree,0.2513,Strongly Agree,0.1064
31,665,2016-04-01,MBTA Customer Opinion Panel,The mbta has a fleet of trains and buses that are clean and well maintained.,438,Strongly Disagree,0.1349,Disagree,0.1349,Slightly Disagree,0.2196,Neither Agree nor Disagree,0.1237,Slightly Agree,0.1982,Agree,0.1152,Strongly Agree,0.0185
32,666,2016-04-01,MBTA Customer Opinion Panel,Wait time at stop,438,Unacceptable,0.0225,Very Poor,0.0225,Poor,0.0708,Fair,0.1642,Good,0.262,Very Good,0.2385,Excellent,0.2288
33,667,2016-04-01,MBTA Customer Opinion Panel,Stop condition &amp; cleanliness,432,Unacceptable,0.0145,Very Poor,0.0145,Poor,0.071,Fair,0.2758,Good,0.3475,Very Good,0.1793,Excellent,0.0874
34,668,2016-04-01,MBTA Customer Opinion Panel,Vehicle crowdedness,438,Unacceptable,0.0603,Very Poor,0.0603,Poor,0.1067,Fair,0.1796,Good,0.2681,Very Good,0.1906,Excellent,0.1368
35,669,2016-04-01,MBTA Customer Opinion Panel,Vehicle cleanliness,440,Unacceptable,0.0052,Very Poor,0.0052,Poor,0.0689,Fair,0.2965,Good,0.3347,Very Good,0.1961,Excellent,0.086
36,670,2016-04-01,MBTA Customer Opinion Panel,Speed/travel time,441,Unacceptable,0.0237,Very Poor,0.0237,Poor,0.0596,Fair,0.219,Good,0.2767,Very Good,0.2271,Excellent,0.1437
37,671,2016-04-01,MBTA Customer Opinion Panel,Parking availability,141,Unacceptable,0.0782,Very Poor,0.0782,Poor,0.0702,Fair,0.19,Good,0.205,Very Good,0.1813,Excellent,0.2279
38,672,2016-04-01,MBTA Customer Opinion Panel,Real-time communications,370,Unacceptable,0.0156,Very Poor,0.0156,Poor,0.0681,Fair,0.2253,Good,0.2774,Very Good,0.2099,Excellent,0.1498
39,673,2016-04-01,MBTA Customer Opinion Panel,Mbta website,394,Extremely Dissatisfied,0.0156,Very Dissatisfied,0.0156,Somewhat Dissatisfied,0.0786,Neutral,0.1873,Somewhat Satisfied,0.315,Very Satisfied,0.2728,Extremely Satisfied,0.0827
40,674,2016-04-01,MBTA Customer Opinion Panel,Real time arrival signage (countdown timers),409,Extremely Dissatisfied,0.0233,Very Dissatisfied,0.0233,Somewhat Dissatisfied,0.0874,Neutral,0.0627,Somewhat Satisfied,0.2754,Very Satisfied,0.3099,Extremely Satisfied,0.2173
41,675,2016-04-01,MBTA Customer Opinion Panel,In-station announcements,387,Extremely Dissatisfied,0.0356,Very Dissatisfied,0.0356,Somewhat Dissatisfied,0.1403,Neutral,0.1831,Somewhat Satisfied,0.2448,Very Satisfied,0.2485,Extremely Satisfied,0.0913
42,676,2016-04-01,MBTA Customer Opinion Panel,On-vehicle announcements,423,Extremely Dissatisfied,0.0566,Very Dissatisfied,0.0566,Somewhat Dissatisfied,0.1666,Neutral,0.1887,Somewhat Satisfied,0.2809,Very Satisfied,0.1569,Extremely Satisfied,0.0627
43,677,2016-04-01,MBTA Customer Opinion Panel,T-alerts,389,Extremely Dissatisfied,0.0394,Very Dissatisfied,0.0394,Somewhat Dissatisfied,0.0923,Neutral,0.1627,Somewhat Satisfied,0.2705,Very Satisfied,0.2646,Extremely Satisfied,0.108
44,678,2016-04-01,MBTA Customer Opinion Panel,Real-time mobile apps (e.g. nextbus),269,Extremely Dissatisfied,0.0265,Very Dissatisfied,0.0265,Somewhat Dissatisfied,0.0672,Neutral,0.1344,Somewhat Satisfied,0.2188,Very Satisfied,0.3061,Extremely Satisfied,0.2057
45,679,2016-04-01,MBTA Customer Opinion Panel,,441,Extremely Dissatisfied,0.0163,Very Dissatisfied,0.0163,Somewhat Dissatisfied,0.0836,Neutral,0.1474,Somewhat Satisfied,0.2455,Very Satisfied,0.3671,Extremely Satisfied,0.0791
0,518,2018-02-01,MBTA Customer Opinion Panel,How would you rate the mbta overall?,798,Extremely Dissatisfied,0.0601,Very Dissatisfied,0.0601,Somewhat Dissatisfied,0.1358,Neutral,0.0902,Somewhat Satisfied,0.2404,Very Satisfied,0.3107,Extremely Satisfied,0.0632
1,519,2018-02-01,MBTA Customer Opinion Panel,How would you rate your most recent trip?,788,Extremely Dissatisfied,0.0836,Very Dissatisfied,0.0836,Somewhat Dissatisfied,0.0814,Neutral,0.1114,Somewhat Satisfied,0.1597,Very Satisfied,0.3689,Extremely Satisfied,0.1275999999
2,520,2018-02-01,MBTA Customer Opinion Panel,How likely are you to continue using the mbta in the future?,785,Extremely Unlikely,0.0107,Very Unlikely,0.0107,Somewhat Unlikely,0.0101,Neither Likely nor Unlikely,0.0246,Somewhat Likely,0.0597,Very Likely,0.2073,Extremely Likely,0.6786
3,521,2018-02-01,MBTA Customer Opinion Panel,How likely are you to recommend the mbta to a friend or colleague?,785,Extremely Unlikely,0.0732,Very Unlikely,0.0732,Somewhat Unlikely,0.0435,Neither Likely nor Unlikely,0.1552,Somewhat Likely,0.2003,Very Likely,0.2157,Extremely Likely,0.26479999989999997
4,522,2018-02-01,MBTA Customer Opinion Panel,The mbta provides reliable public transportation services.,781,Strongly Disagree,0.1609,Disagree,0.1609,Slightly Disagree,0.1303,Neither Agree nor Disagree,0.1058,Slightly Agree,0.2414,Agree,0.1821,Strongly Agree,0.0328
5,523,2018-02-01,MBTA Customer Opinion Panel,The mbta is a cost-conscious organization.,781,Strongly Disagree,0.186,Disagree,0.186,Slightly Disagree,0.1429,Neither Agree nor Disagree,0.2377,Slightly Agree,0.1369,Agree,0.1337,Strongly Agree,0.0352
6,524,2018-02-01,MBTA Customer Opinion Panel,The mbta uses technology to meet the needs and demands of its riders.,783,Strongly Disagree,0.097,Disagree,0.097,Slightly Disagree,0.1345,Neither Agree nor Disagree,0.1274,Slightly Agree,0.3002,Agree,0.1986,Strongly Agree,0.0458
7,525,2018-02-01,MBTA Customer Opinion Panel,The mbta is a good value for the money.,783,Strongly Disagree,0.1045,Disagree,0.1045,Slightly Disagree,0.1216,Neither Agree nor Disagree,0.1352,Slightly Agree,0.2085,Agree,0.2466,Strongly Agree,0.1097
8,526,2018-02-01,MBTA Customer Opinion Panel,The mbta has a fleet of trains and buses that are clean and well maintained.,783,Strongly Disagree,0.1812,Disagree,0.1812,Slightly Disagree,0.1658,Neither Agree nor Disagree,0.1275999999,Slightly Agree,0.2168,Agree,0.1375,Strongly Agree,0.0251
9,527,2018-02-01,MBTA Customer Opinion Panel,Wait time at stop,782,Unacceptable,0.0882,Very Poor,0.0882,Poor,0.0661999999,Fair,0.1087,Good,0.111,Very Good,0.3058,Excellent,0.2539
10,528,2018-02-01,MBTA Customer Opinion Panel,Stop condition &amp; cleanliness,774,Unacceptable,0.0454,Very Poor,0.0454,Poor,0.0855,Fair,0.1795,Good,0.1545,Very Good,0.3467,Excellent,0.1246
11,529,2018-02-01,MBTA Customer Opinion Panel,Vehicle crowdedness,779,Unacceptable,0.0843,Very Poor,0.0843,Poor,0.0798,Fair,0.1543,Good,0.1165,Very Good,0.2981,Excellent,0.2075
12,530,2018-02-01,MBTA Customer Opinion Panel,Vehicle cleanliness,781,Unacceptable,0.0342,Very Poor,0.0342,Poor,0.0791,Fair,0.2159,Good,0.1275,Very Good,0.381,Excellent,0.1196
13,531,2018-02-01,MBTA Customer Opinion Panel,Speed/travel time,780,Unacceptable,0.0683,Very Poor,0.0683,Poor,0.108,Fair,0.1303999999,Good,0.1234,Very Good,0.344,Excellent,0.1612
14,532,2018-02-01,MBTA Customer Opinion Panel,Parking availability,230,Unacceptable,0.124,Very Poor,0.124,Poor,0.0578,Fair,0.186,Good,0.0724,Very Good,0.282,Excellent,0.2218
15,533,2018-02-01,MBTA Customer Opinion Panel,Real-time communications,722,Unacceptable,0.1024,Very Poor,0.1024,Poor,0.0978,Fair,0.1689,Good,0.1244,Very Good,0.3116,Excellent,0.128
16,534,2018-02-01,MBTA Customer Opinion Panel,How satisfied are you with the MBTA's communication overall?,798,Extremely Dissatisfied,0.0545,Very Dissatisfied,0.0545,Somewhat Dissatisfied,0.1392,Neutral,0.1439,Somewhat Satisfied,0.2273,Very Satisfied,0.2835,Extremely Satisfied,0.0425
17,535,2018-02-01,MBTA Customer Opinion Panel,,788,Extremely Dissatisfied,0.0836,Very Dissatisfied,0.0836,Somewhat Dissatisfied,0.0814,Neutral,0.1114,Somewhat Satisfied,0.1597,Very Satisfied,0.3689,Extremely Satisfied,0.1275999999
18,1128,2018-02-01,MBTA Customer Opinion Panel,How would you rate the mbta overall?,798,Extremely Dissatisfied,0.0601,Very Dissatisfied,0.0601,Somewhat Dissatisfied,0.1358,Neutral,0.0902,Somewhat Satisfied,0.2404,Very Satisfied,0.3107,Extremely Satisfied,0.0632
19,1129,2018-02-01,MBTA Customer Opinion Panel,How would you rate your most recent trip?,788,Extremely Dissatisfied,0.0836,Very Dissatisfied,0.0836,Somewhat Dissatisfied,0.0814,Neutral,0.1114,Somewhat Satisfied,0.1597,Very Satisfied,0.3689,Extremely Satisfied,0.1275999999
20,1130,2018-02-01,MBTA Customer Opinion Panel,How likely are you to continue using the mbta in the future?,785,Extremely Unlikely,0.0107,Very Unlikely,0.0107,Somewhat Unlikely,0.0101,Neither Likely nor Unlikely,0.0246,Somewhat Likely,0.0597,Very Likely,0.2073,Extremely Likely,0.6786
21,1131,2018-02-01,MBTA Customer Opinion Panel,How likely are you to recommend the mbta to a friend or colleague?,785,Extremely Unlikely,0.0732,Very Unlikely,0.0732,Somewhat Unlikely,0.0435,Neither Likely nor Unlikely,0.1552,Somewhat Likely,0.2003,Very Likely,0.2157,Extremely Likely,0.26479999989999997
22,1132,2018-02-01,MBTA Customer Opinion Panel,The mbta provides reliable public transportation services.,781,Strongly Disagree,0.1609,Disagree,0.1609,Slightly Disagree,0.1303,Neither Agree nor Disagree,0.1058,Slightly Agree,0.2414,Agree,0.1821,Strongly Agree,0.0328
23,1133,2018-02-01,MBTA Customer Opinion Panel,The mbta is a cost-conscious organization.,781,Strongly Disagree,0.186,Disagree,0.186,Slightly Disagree,0.1429,Neither Agree nor Disagree,0.2377,Slightly Agree,0.1369,Agree,0.1337,Strongly Agree,0.0352
24,1134,2018-02-01,MBTA Customer Opinion Panel,The mbta uses technology to meet the needs and demands of its riders.,783,Strongly Disagree,0.097,Disagree,0.097,Slightly Disagree,0.1345,Neither Agree nor Disagree,0.1274,Slightly Agree,0.3002,Agree,0.1986,Strongly Agree,0.0458
25,1135,2018-02-01,MBTA Customer Opinion Panel,The mbta is a good value for the money.,783,Strongly Disagree,0.1045,Disagree,0.1045,Slightly Disagree,0.1216,Neither Agree nor Disagree,0.1352,Slightly Agree,0.2085,Agree,0.2466,Strongly Agree,0.1097
26,1136,2018-02-01,MBTA Customer Opinion Panel,The mbta has a fleet of trains and buses that are clean and well maintained.,783,Strongly Disagree,0.1812,Disagree,0.1812,Slightly Disagree,0.1658,Neither Agree nor Disagree,0.1275999999,Slightly Agree,0.2168,Agree,0.1375,Strongly Agree,0.0251
27,1137,2018-02-01,MBTA Customer Opinion Panel,Wait time at stop,782,Unacceptable,0.0882,Very Poor,0.0882,Poor,0.0661999999,Fair,0.1087,Good,0.111,Very Good,0.3058,Excellent,0.2539
28,1138,2018-02-01,MBTA Customer Opinion Panel,Stop condition &amp; cleanliness,774,Unacceptable,0.0454,Very Poor,0.0454,Poor,0.0855,Fair,0.1795,Good,0.1545,Very Good,0.3467,Excellent,0.1246
29,1139,2018-02-01,MBTA Customer Opinion Panel,Vehicle crowdedness,779,Unacceptable,0.0843,Very Poor,0.0843,Poor,0.0798,Fair,0.1543,Good,0.1165,Very Good,0.2981,Excellent,0.2075
30,1140,2018-02-01,MBTA Customer Opinion Panel,Vehicle cleanliness,781,Unacceptable,0.0342,Very Poor,0.0342,Poor,0.0791,Fair,0.2159,Good,0.1275,Very Good,0.381,Excellent,0.1196
31,1141,2018-02-01,MBTA Customer Opinion Panel,Speed/travel time,780,Unacceptable,0.0683,Very Poor,0.0683,Poor,0.108,Fair,0.1303999999,Good,0.1234,Very Good,0.344,Excellent,0.1612
32,1142,2018-02-01,MBTA Customer Opinion Panel,Parking availability,230,Unacceptable,0.124,Very Poor,0.124,Poor,0.0578,Fair,0.186,Good,0.0724,Very Good,0.282,Excellent,0.2218
33,1143,2018-02-01,MBTA Customer Opinion Panel,Real-time communications,722,Unacceptable,0.1024,Very Poor,0.1024,Poor,0.0978,Fair,0.1689,Good,0.1244,Very Good,0.3116,Excellent,0.128
34,1144,2018-02-01,MBTA Customer Opinion Panel,How satisfied are you with the MBTA's communication overall?,798,Extremely Dissatisfied,0.0545,Very Dissatisfied,0.0545,Somewhat Dissatisfied,0.1392,Neutral,0.1439,Somewhat Satisfied,0.2273,Very Satisfied,0.2835,Extremely Satisfied,0.0425
35,1145,2018-02-01,MBTA Customer Opinion Panel,,788,Extremely Dissatisfied,0.0836,Very Dissatisfied,0.0836,Somewhat Dissatisfied,0.0814,Neutral,0.1114,Somewhat Satisfied,0.1597,Very Satisfied,0.3689,Extremely Satisfied,0.1275999999
0,536,2018-03-01,MBTA Customer Opinion Panel,How would you rate the mbta overall?,720,Extremely Dissatisfied,0.0598,Very Dissatisfied,0.0598,Somewhat Dissatisfied,0.1106,Neutral,0.1031,Somewhat Satisfied,0.2675,Very Satisfied,0.3076,Extremely Satisfied,0.054
1,537,2018-03-01,MBTA Customer Opinion Panel,How would you rate your most recent trip?,715,Extremely Dissatisfied,0.0696,Very Dissatisfied,0.0696,Somewhat Dissatisfied,0.1194,Neutral,0.0909,Somewhat Satisfied,0.1511,Very Satisfied,0.3922,Extremely Satisfied,0.0924
2,538,2018-03-01,MBTA Customer Opinion Panel,How likely are you to continue using the mbta in the future?,711,Extremely Unlikely,0.0059,Very Unlikely,0.0059,Somewhat Unlikely,0.0201,Neither Likely nor Unlikely,0.0377,Somewhat Likely,0.079,Very Likely,0.2347,Extremely Likely,0.6178
3,539,2018-03-01,MBTA Customer Opinion Panel,How likely are you to recommend the mbta to a friend or colleague?,710,Extremely Unlikely,0.0693,Very Unlikely,0.0693,Somewhat Unlikely,0.0629,Neither Likely nor Unlikely,0.1876,Somewhat Likely,0.1704,Very Likely,0.1982,Extremely Likely,0.25729999989999996
4,540,2018-03-01,MBTA Customer Opinion Panel,The mbta provides reliable public transportation services.,710,Strongly Disagree,0.158,Disagree,0.158,Slightly Disagree,0.1407,Neither Agree nor Disagree,0.0962,Slightly Agree,0.2183,Agree,0.2038,Strongly Agree,0.0386
5,541,2018-03-01,MBTA Customer Opinion Panel,The mbta is a cost-conscious organization.,712,Strongly Disagree,0.1713,Disagree,0.1713,Slightly Disagree,0.1424,Neither Agree nor Disagree,0.1892,Slightly Agree,0.1772,Agree,0.152,Strongly Agree,0.0336
6,542,2018-03-01,MBTA Customer Opinion Panel,The mbta uses technology to meet the needs and demands of its riders.,712,Strongly Disagree,0.0999,Disagree,0.0999,Slightly Disagree,0.1171,Neither Agree nor Disagree,0.1333,Slightly Agree,0.2974,Agree,0.2094,Strongly Agree,0.0284
7,543,2018-03-01,MBTA Customer Opinion Panel,The mbta is a good value for the money.,712,Strongly Disagree,0.0878,Disagree,0.0878,Slightly Disagree,0.1468,Neither Agree nor Disagree,0.1285,Slightly Agree,0.178,Agree,0.2596,Strongly Agree,0.1123
8,544,2018-03-01,MBTA Customer Opinion Panel,The mbta has a fleet of trains and buses that are clean and well maintained.,711,Strongly Disagree,0.1635,Disagree,0.1635,Slightly Disagree,0.1789,Neither Agree nor Disagree,0.1296,Slightly Agree,0.2133,Agree,0.1296,Strongly Agree,0.0357
9,545,2018-03-01,MBTA Customer Opinion Panel,Wait time at stop,711,Unacceptable,0.0902,Very Poor,0.0902,Poor,0.0863,Fair,0.1016,Good,0.1124,Very Good,0.3547,Excellent,0.1946
10,546,2018-03-01,MBTA Customer Opinion Panel,Stop condition &amp; cleanliness,705,Unacceptable,0.0322,Very Poor,0.0322,Poor,0.1186,Fair,0.2199,Good,0.1172,Very Good,0.3658,Excellent,0.0953
11,547,2018-03-01,MBTA Customer Opinion Panel,Vehicle crowdedness,710,Unacceptable,0.0712,Very Poor,0.0712,Poor,0.1168,Fair,0.1257,Good,0.1297,Very Good,0.3291,Excellent,0.1673
12,548,2018-03-01,MBTA Customer Opinion Panel,Vehicle cleanliness,707,Unacceptable,0.0291,Very Poor,0.0291,Poor,0.1201,Fair,0.1764,Good,0.14,Very Good,0.3733,Excellent,0.1103
13,549,2018-03-01,MBTA Customer Opinion Panel,Speed/travel time,710,Unacceptable,0.0702,Very Poor,0.0702,Poor,0.1056,Fair,0.1313999999,Good,0.1277,Very Good,0.3394,Excellent,0.1585
14,550,2018-03-01,MBTA Customer Opinion Panel,Parking availability,212,Unacceptable,0.178,Very Poor,0.178,Poor,0.0469,Fair,0.1933,Good,0.0807,Very Good,0.308,Excellent,0.1402
15,551,2018-03-01,MBTA Customer Opinion Panel,Real-time communications,661,Unacceptable,0.0917,Very Poor,0.0917,Poor,0.0987,Fair,0.1451,Good,0.1239,Very Good,0.3566,Excellent,0.1071
16,552,2018-03-01,MBTA Customer Opinion Panel,How satisfied are you with the MBTA's communication overall?,720,Extremely Dissatisfied,0.0544,Very Dissatisfied,0.0544,Somewhat Dissatisfied,0.1318,Neutral,0.1402,Somewhat Satisfied,0.2553,Very Satisfied,0.2834,Extremely Satisfied,0.0491
17,553,2018-03-01,MBTA Customer Opinion Panel,,715,Extremely Dissatisfied,0.0696,Very Dissatisfied,0.0696,Somewhat Dissatisfied,0.1194,Neutral,0.0909,Somewhat Satisfied,0.1511,Very Satisfied,0.3922,Extremely Satisfied,0.0924
18,1146,2018-03-01,MBTA Customer Opinion Panel,How would you rate the mbta overall?,720,Extremely Dissatisfied,0.0598,Very Dissatisfied,0.0598,Somewhat Dissatisfied,0.1106,Neutral,0.1031,Somewhat Satisfied,0.2675,Very Satisfied,0.3076,Extremely Satisfied,0.054
19,1147,2018-03-01,MBTA Customer Opinion Panel,How would you rate your most recent trip?,715,Extremely Dissatisfied,0.0696,Very Dissatisfied,0.0696,Somewhat Dissatisfied,0.1194,Neutral,0.0909,Somewhat Satisfied,0.1511,Very Satisfied,0.3922,Extremely Satisfied,0.0924
20,1148,2018-03-01,MBTA Customer Opinion Panel,How likely are you to continue using the mbta in the future?,711,Extremely Unlikely,0.0059,Very Unlikely,0.0059,Somewhat Unlikely,0.0201,Neither Likely nor Unlikely,0.0377,Somewhat Likely,0.079,Very Likely,0.2347,Extremely Likely,0.6178
21,1149,2018-03-01,MBTA Customer Opinion Panel,How likely are you to recommend the mbta to a friend or colleague?,710,Extremely Unlikely,0.0693,Very Unlikely,0.0693,Somewhat Unlikely,0.0629,Neither Likely nor Unlikely,0.1876,Somewhat Likely,0.1704,Very Likely,0.1982,Extremely Likely,0.25729999989999996
